mse
16.108628274052464
13.741947030471692
10.136013848900012
6.944069030468493
5.0317664679375325
4.057801509124256
3.5437565123284482
3.2599304643545715
3.0964631400571125
2.9903009101920706
2.9121831877721664
2.855490386149155
2.812577851377279
2.779115264540346
2.7548534652236216
2.738939200322164
2.726224014210119
2.7193914083470694
2.717195593419895
2.717371577172049
2.718892082240476
2.7208893438428863
2.723790714234147
2.725561569557688
2.7290037387314188
2.73228352849841
2.735348273979651
2.7367619264004914
2.7387888552731767
2.7415214107219525
2.7435941695091413
2.745315694831395
2.746896047028281
2.748941120733146
2.7502889428004926
2.751975564225718
2.7528836439683806
2.754223612111583
2.7545793464959294
2.755066378974357
2.7554376482412963
2.7552573712186756
2.756063732730058
2.7564371174519082
2.7559184277999242
2.755969002523728
2.755797462739747
2.75633621642235
2.7559940937760685
2.755582216612159
